Wall time,Step,Value
1695648488.1690998,10,0.3196592330932617
1695648522.8108857,20,0.19238229095935822
1695648558.0384502,30,0.15024006366729736
1695648592.69449,40,0.12929517030715942
1695648627.171004,50,0.11457172781229019
1695648661.1594846,60,0.061146121472120285
1695648695.26615,70,0.05803650990128517
1695648729.5425258,80,0.05647314712405205
1695648763.7167206,90,0.05369659140706062
1695648797.6165915,100,0.05238901823759079
1695648831.8181012,110,0.05125919729471207
1695648865.7100716,120,0.05077551305294037
1695648899.9572012,130,0.048440590500831604
1695648933.3466303,140,0.04691086336970329
1695648966.9723258,150,0.04685535281896591
1695649000.4900582,160,0.045828524976968765
1695649033.6442337,170,0.04554077610373497
1695649067.2448072,180,0.04461424797773361
1695649101.2224727,190,0.04361303150653839
1695649135.1929617,200,0.04209761321544647
1695649168.8688123,210,0.042209040373563766
1695649202.6175086,220,0.041748106479644775
1695649236.1608806,230,0.041289642453193665
1695649269.5115561,240,0.0416705459356308
1695649303.1190093,250,0.04100997745990753
1695649336.5347905,260,0.04023794084787369
1695649370.3746583,270,0.0386505164206028
1695649403.868384,280,0.03705867379903793
1695649437.2121017,290,0.03575463220477104
1695649470.710298,300,0.03506359085440636
1695649504.4816384,310,0.034135427325963974
1695649538.1996155,320,0.03313877806067467
1695649571.7958882,330,0.03377651050686836
1695649605.5089235,340,0.032880015671253204
1695649639.126289,350,0.03300994262099266
1695649673.2145782,360,0.03323260322213173
1695649707.0524957,370,0.03286115452647209
1695649740.9390945,380,0.03142356127500534
1695649774.8441985,390,0.031508881598711014
1695649809.01085,400,0.03019273467361927
1695649843.0112,410,0.02864234894514084
1695649877.0266397,420,0.02829005941748619
1695649911.5515916,430,0.028715839609503746
1695649945.2627776,440,0.02768031321465969
1695649979.3039548,450,0.02786077745258808
1695650013.0517318,460,0.02859228290617466
1695650046.9863443,470,0.02759518474340439
1695650081.0692782,480,0.02699320763349533
1695650115.3880668,490,0.026167891919612885
1695650149.1807032,500,0.025142375379800797
1695650183.2192287,510,0.02397622913122177
1695650217.1921248,520,0.024545246735215187
1695650251.7953675,530,0.023932568728923798
